Div Num,Div Name,Subject,Grade,Test,2021-2022 Pass Rate,2022-2023 Pass Rate,2023-2024 Pass Rate,2021-2022 Adv Pass Rate,2022-2023 Adv Pass Rate,2023-2024 Adv Pass Rate
79,Richmond County ,English: Reading,Gr 8,English Reading,62,58,75,4,6,9
79,Richmond County ,English: Reading,End of Course,English Reading,82,86,82,24,19,20
79,Richmond County ,English: Writing,Gr 8,Writing,48,38,,3,3,
79,Richmond County ,History and Social Sciences,Content Specific,Civics & Econ,73,68,78,11,7,7
79,Richmond County ,History and Social Sciences,Content Specific,VA Studies,53,62,44,15,12,9
79,Richmond County ,History and Social Sciences,End of Course,VA & US History,0,0,0,0,0,0
79,Richmond County ,History and Social Sciences,End of Course,World History I,77,56,86,10,6,13
79,Richmond County ,History and Social Sciences,End of Course,World History II,0,0,0,0,0,0
79,Richmond County ,Mathematics,Gr 3,Mathematics,74,69,79,5,5,12
79,Richmond County ,Mathematics,Gr 4,Mathematics,61,69,52,3,6,4
79,Richmond County ,Mathematics,Gr 5,Mathematics,49,70,63,3,4,7
79,Richmond County ,Mathematics,Gr 6,Mathematics,38,41,55,0,1,0
79,Richmond County ,Mathematics,Gr 7,Mathematics,67,74,75,2,5,5
79,Richmond County ,Mathematics,Gr 8,Mathematics,45,24,35,0,0,0
79,Richmond County ,Mathematics,End of Course,Algebra I,68,78,86,1,1,4
79,Richmond County ,Mathematics,End of Course,Algebra II,90,92,100,5,0,0
79,Richmond County ,Mathematics,End of Course,Geometry,74,73,94,0,0,0
79,Richmond County ,Mathematics,End of Course,Mathematics,,,0,,,0
79,Richmond County ,Science,Gr 5,Science,35,58,45,2,10,5
79,Richmond County ,Science,Gr 8,Science,50,49,63,0,0,1
79,Richmond County ,Science,End of Course,Biology,81,75,74,5,7,2
79,Richmond County ,Science,End of Course,Chemistry,0,,,0,,
79,Richmond County ,Science,End of Course,Earth Science,0,0,,0,0,
79,Richmond County ,Science,End of Course,Science,,,0,,,0
124,Roanoke City ,English: Reading,Gr 3,English Reading,45,42,47,7,4,5
124,Roanoke City ,English: Reading,Gr 4,English Reading,52,53,54,8,8,8
124,Roanoke City ,English: Reading,Gr 5,English Reading,56,51,53,7,5,4
124,Roanoke City ,English: Reading,Gr 6,English Reading,52,48,48,7,4,7
124,Roanoke City ,English: Reading,Gr 7,English Reading,54,49,48,6,8,3
124,Roanoke City ,English: Reading,Gr 8,English Reading,55,56,53,6,6,6
124,Roanoke City ,English: Reading,End of Course,English Reading,74,72,72,16,15,14
124,Roanoke City ,English: Writing,Gr 8,Writing,42,35,,5,5,
124,Roanoke City ,English: Writing,End of Course,Writing,13,0,56,0,0,11
124,Roanoke City ,History and Social Sciences,Content Specific,Civics & Econ,52,54,52,11,14,12
124,Roanoke City ,History and Social Sciences,Content Specific,VA Studies,45,52,52,12,14,16
124,Roanoke City ,History and Social Sciences,End of Course,Geography,0,0,0,0,0,0
124,Roanoke City ,History and Social Sciences,End of Course,VA & US History,26,11,16,0,0,0
124,Roanoke City ,History and Social Sciences,End of Course,World History I,53,13,22,7,1,1
124,Roanoke City ,History and Social Sciences,End of Course,World History II,31,4,17,0,0,3
124,Roanoke City ,Mathematics,Gr 3,Mathematics,44,48,53,5,5,6
124,Roanoke City ,Mathematics,Gr 4,Mathematics,48,55,56,5,7,7
124,Roanoke City ,Mathematics,Gr 5,Mathematics,52,52,56,7,6,7
124,Roanoke City ,Mathematics,Gr 6,Mathematics,37,41,44,4,2,4
124,Roanoke City ,Mathematics,Gr 7,Mathematics,29,29,31,1,1,1
124,Roanoke City ,Mathematics,Gr 8,Mathematics,28,27,23,0,0,0
124,Roanoke City ,Mathematics,End of Course,Algebra I,74,70,70,2,3,2
124,Roanoke City ,Mathematics,End of Course,Algebra II,85,87,83,9,9,13
124,Roanoke City ,Mathematics,End of Course,Geometry,72,57,58,2,3,3
124,Roanoke City ,Mathematics,End of Course,Mathematics,71,60,84,33,28,52
124,Roanoke City ,Science,Gr 5,Science,45,46,54,8,8,12
124,Roanoke City ,Science,Gr 8,Science,39,41,45,2,3,2
124,Roanoke City ,Science,End of Course,Biology,52,61,59,5,4,3
124,Roanoke City ,Science,End of Course,Chemistry,0,30,19,0,4,8
124,Roanoke City ,Science,End of Course,Earth Science,74,72,65,4,6,4
124,Roanoke City ,Science,End of Course,Science,76,76,84,60,44,40
80,Roanoke County ,English: Reading,Gr 3,English Reading,81,77,80,14,14,16
80,Roanoke County ,English: Reading,Gr 4,English Reading,81,85,84,18,19,16
80,Roanoke County ,English: Reading,Gr 5,English Reading,82,79,84,12,11,12
80,Roanoke County ,English: Reading,Gr 6,English Reading,78,81,78,13,16,13
80,Roanoke County ,English: Reading,Gr 7,English Reading,77,79,82,12,14,13
80,Roanoke County ,English: Reading,Gr 8,English Reading,80,77,79,15,14,14
80,Roanoke County ,English: Reading,End of Course,English Reading,91,92,90,31,30,28
80,Roanoke County ,English: Writing,Gr 8,Writing,66,61,,17,16,
80,Roanoke County ,History and Social Sciences,Content Specific,Civics & Econ,81,80,81,29,25,26
80,Roanoke County ,History and Social Sciences,Content Specific,VA Studies,80,80,79,35,31,33
80,Roanoke County ,History and Social Sciences,End of Course,Geography,64,69,64,2,3,2
80,Roanoke County ,History and Social Sciences,End of Course,VA & US History,45,33,23,5,4,1
80,Roanoke County ,History and Social Sciences,End of Course,World History I,85,79,77,15,17,12
80,Roanoke County ,History and Social Sciences,End of Course,World History II,36,30,19,4,0,6
80,Roanoke County ,Mathematics,Gr 3,Mathematics,80,81,83,14,15,17
80,Roanoke County ,Mathematics,Gr 4,Mathematics,78,81,82,12,14,13
80,Roanoke County ,Mathematics,Gr 5,Mathematics,78,80,78,15,12,15
80,Roanoke County ,Mathematics,Gr 6,Mathematics,77,81,77,12,10,9
80,Roanoke County ,Mathematics,Gr 7,Mathematics,78,85,86,14,20,16
80,Roanoke County ,Mathematics,Gr 8,Mathematics,74,73,76,6,3,4
80,Roanoke County ,Mathematics,End of Course,Algebra I,94,94,94,20,18,23
80,Roanoke County ,Mathematics,End of Course,Algebra II,99,98,97,32,29,35
80,Roanoke County ,Mathematics,End of Course,Geometry,94,91,92,22,21,15
80,Roanoke County ,Mathematics,End of Course,Mathematics,0,0,0,0,0,0
80,Roanoke County ,Science,Gr 5,Science,74,77,81,21,23,30
80,Roanoke County ,Science,Gr 8,Science,75,69,69,12,7,7
80,Roanoke County ,Science,End of Course,Biology,81,78,78,15,12,7
80,Roanoke County ,Science,End of Course,Chemistry,0,0,56,0,0,17
80,Roanoke County ,Science,End of Course,Earth Science,83,80,77,11,9,8
80,Roanoke County ,Science,End of Course,Science,0,0,0,0,0,0
81,Rockbridge County ,English: Reading,Gr 3,English Reading,66,55,69,8,4,14
81,Rockbridge County ,English: Reading,Gr 4,English Reading,73,70,68,16,11,6
81,Rockbridge County ,English: Reading,Gr 5,English Reading,76,75,74,12,12,7
81,Rockbridge County ,English: Reading,Gr 6,English Reading,72,73,71,12,13,18
81,Rockbridge County ,English: Reading,Gr 7,English Reading,78,74,76,9,14,8
81,Rockbridge County ,English: Reading,Gr 8,English Reading,73,69,70,12,9,8
81,Rockbridge County ,English: Reading,End of Course,English Reading,81,80,82,26,29,23
81,Rockbridge County ,English: Writing,Gr 8,Writing,54,47,,9,10,
81,Rockbridge County ,English: Writing,End of Course,Writing,70,69,74,25,22,23
81,Rockbridge County ,History and Social Sciences,Content Specific,Civics & Econ,75,71,75,20,24,21
81,Rockbridge County ,History and Social Sciences,Content Specific,VA Studies,62,69,58,23,26,13
81,Rockbridge County ,History and Social Sciences,End of Course,Geography,0,0,0,0,0,0
81,Rockbridge County ,History and Social Sciences,End of Course,VA & US History,20,46,55,0,0,0
81,Rockbridge County ,History and Social Sciences,End of Course,World History I,72,72,66,8,11,13
81,Rockbridge County ,History and Social Sciences,End of Course,World History II,33,15,18,2,2,2
81,Rockbridge County ,Mathematics,Gr 3,Mathematics,65,58,72,8,5,20
81,Rockbridge County ,Mathematics,Gr 4,Mathematics,70,71,60,6,7,6
81,Rockbridge County ,Mathematics,Gr 5,Mathematics,64,64,70,9,8,5
81,Rockbridge County ,Mathematics,Gr 6,Mathematics,49,58,61,4,4,8
81,Rockbridge County ,Mathematics,Gr 7,Mathematics,46,34,37,1,1,0
81,Rockbridge County ,Mathematics,Gr 8,Mathematics,77,72,66,3,4,5
81,Rockbridge County ,Mathematics,End of Course,Algebra I,72,71,76,5,9,5
81,Rockbridge County ,Mathematics,End of Course,Algebra II,75,0,0,0,0,0
81,Rockbridge County ,Mathematics,End of Course,Geometry,92,66,86,8,15,13
81,Rockbridge County ,Mathematics,End of Course,Mathematics,64,0,0,18,0,0
81,Rockbridge County ,Science,Gr 5,Science,57,67,66,6,15,17
81,Rockbridge County ,Science,Gr 8,Science,54,52,52,5,7,4
81,Rockbridge County ,Science,End of Course,Biology,76,70,68,8,12,4
81,Rockbridge County ,Science,End of Course,Chemistry,0,0,0,0,0,0
81,Rockbridge County ,Science,End of Course,Earth Science,78,72,68,10,13,11
81,Rockbridge County ,Science,End of Course,Science,78,0,0,61,0,0
82,Rockingham County ,English: Reading,Gr 3,English Reading,56,51,58,5,4,5
82,Rockingham County ,English: Reading,Gr 4,English Reading,62,57,57,7,8,8
82,Rockingham County ,English: Reading,Gr 5,English Reading,63,58,58,6,5,6
82,Rockingham County ,English: Reading,Gr 6,English Reading,64,62,65,8,8,8
82,Rockingham County ,English: Reading,Gr 7,English Reading,69,65,62,9,9,6
82,Rockingham County ,English: Reading,Gr 8,English Reading,63,64,65,7,7,6
82,Rockingham County ,English: Reading,End of Course,English Reading,87,86,86,26,25,22
82,Rockingham County ,English: Writing,Gr 8,Writing,44,44,,7,6,
82,Rockingham County ,English: Writing,End of Course,Writing,0,,0,0,,0
82,Rockingham County ,History and Social Sciences,Content Specific,Civics & Econ,70,72,76,14,17,15
82,Rockingham County ,History and Social Sciences,Content Specific,VA Studies,58,56,58,11,12,12
82,Rockingham County ,History and Social Sciences,End of Course,Geography,78,76,66,8,6,0
82,Rockingham County ,History and Social Sciences,End of Course,VA & US History,33,34,20,0,0,0
82,Rockingham County ,History and Social Sciences,End of Course,World History I,0,32,0,0,5,0
82,Rockingham County ,History and Social Sciences,End of Course,World History II,21,21,6,0,3,0
82,Rockingham County ,Mathematics,Gr 3,Mathematics,52,53,63,4,3,5
82,Rockingham County ,Mathematics,Gr 4,Mathematics,56,54,61,4,5,5
82,Rockingham County ,Mathematics,Gr 5,Mathematics,53,59,59,4,6,8
82,Rockingham County ,Mathematics,Gr 6,Mathematics,58,57,60,6,4,7
82,Rockingham County ,Mathematics,Gr 7,Mathematics,58,62,63,10,9,7
82,Rockingham County ,Mathematics,Gr 8,Mathematics,44,42,54,1,0,0
82,Rockingham County ,Mathematics,End of Course,Algebra I,90,91,90,7,9,7
82,Rockingham County ,Mathematics,End of Course,Algebra II,70,0,0,10,0,0
82,Rockingham County ,Mathematics,End of Course,Geometry,92,90,94,16,16,13
82,Rockingham County ,Mathematics,End of Course,Mathematics,50,45,50,8,18,8
82,Rockingham County ,Science,Gr 5,Science,55,61,63,10,11,17
82,Rockingham County ,Science,Gr 8,Science,53,59,60,3,6,6
82,Rockingham County ,Science,End of Course,Biology,73,78,77,9,8,5
82,Rockingham County ,Science,End of Course,Chemistry,0,0,0,0,0,0
82,Rockingham County ,Science,End of Course,Earth Science,20,36,41,0,0,0
82,Rockingham County ,Science,End of Course,Science,58,55,58,33,36,42
83,Russell County ,English: Reading,Gr 3,English Reading,82,73,71,5,7,8
83,Russell County ,English: Reading,Gr 4,English Reading,72,80,72,12,7,7
83,Russell County ,English: Reading,Gr 5,English Reading,81,73,74,7,7,6
83,Russell County ,English: Reading,Gr 6,English Reading,74,78,74,13,10,9
83,Russell County ,English: Reading,Gr 7,English Reading,81,83,79,11,11,8
83,Russell County ,English: Reading,Gr 8,English Reading,78,73,71,12,8,6
83,Russell County ,English: Reading,End of Course,English Reading,89,89,88,21,26,23
83,Russell County ,English: Writing,Gr 8,Writing,52,55,,8,12,
83,Russell County ,English: Writing,End of Course,Writing,,,0,,,0
83,Russell County ,History and Social Sciences,Content Specific,Civics & Econ,81,84,79,23,25,19
83,Russell County ,History and Social Sciences,Content Specific,VA Studies,75,87,78,25,24,25
83,Russell County ,History and Social Sciences,End of Course,Geography,68,63,60,5,3,1
83,Russell County ,History and Social Sciences,End of Course,VA & US History,41,43,33,0,0,0
83,Russell County ,History and Social Sciences,End of Course,World History I,,0,,,0,
83,Russell County ,History and Social Sciences,End of Course,World History II,0,11,0,0,6,0
83,Russell County ,Mathematics,Gr 3,Mathematics,82,78,76,7,11,10
83,Russell County ,Mathematics,Gr 4,Mathematics,71,78,67,6,3,5
83,Russell County ,Mathematics,Gr 5,Mathematics,69,69,66,5,4,2
83,Russell County ,Mathematics,Gr 6,Mathematics,70,75,72,7,8,5
83,Russell County ,Mathematics,Gr 7,Mathematics,73,79,72,14,13,7
83,Russell County ,Mathematics,Gr 8,Mathematics,0,0,0,0,0,0
83,Russell County ,Mathematics,End of Course,Algebra I,91,89,91,3,2,6
83,Russell County ,Mathematics,End of Course,Algebra II,73,73,78,0,0,0
83,Russell County ,Mathematics,End of Course,Geometry,71,64,56,2,3,0
83,Russell County ,Mathematics,End of Course,Mathematics,0,0,,0,0,
83,Russell County ,Science,Gr 5,Science,70,65,67,15,9,7
83,Russell County ,Science,Gr 8,Science,70,66,61,7,4,3
83,Russell County ,Science,End of Course,Biology,74,69,64,3,1,1
83,Russell County ,Science,End of Course,Earth Science,87,79,83,3,7,7
83,Russell County ,Science,End of Course,Science,0,0,,0,0,
139,Salem City ,English: Reading,Gr 3,English Reading,72,79,68,9,14,11
139,Salem City ,English: Reading,Gr 4,English Reading,70,79,80,14,19,19
139,Salem City ,English: Reading,Gr 5,English Reading,74,68,79,10,10,11
139,Salem City ,English: Reading,Gr 6,English Reading,72,76,71,12,11,11
139,Salem City ,English: Reading,Gr 7,English Reading,70,79,82,12,12,11
139,Salem City ,English: Reading,Gr 8,English Reading,76,76,81,13,14,11
139,Salem City ,English: Reading,End of Course,English Reading,86,89,90,25,30,19
139,Salem City ,English: Writing,Gr 8,Writing,63,54,,15,11,
139,Salem City ,English: Writing,End of Course,Writing,,,100,,,19
139,Salem City ,History and Social Sciences,Content Specific,Civics & Econ,71,79,74,22,27,21
139,Salem City ,History and Social Sciences,Content Specific,VA Studies,68,76,76,29,32,36
139,Salem City ,History and Social Sciences,End of Course,Geography,64,67,70,5,5,6
139,Salem City ,History and Social Sciences,End of Course,VA & US History,53,43,42,11,9,0
139,Salem City ,History and Social Sciences,End of Course,World History I,36,47,62,0,3,2
139,Salem City ,History and Social Sciences,End of Course,World History II,56,30,36,0,0,0
139,Salem City ,Mathematics,Gr 3,Mathematics,78,83,70,8,18,14
139,Salem City ,Mathematics,Gr 4,Mathematics,66,78,78,11,13,16
139,Salem City ,Mathematics,Gr 5,Mathematics,74,76,78,13,16,15
139,Salem City ,Mathematics,Gr 6,Mathematics,74,74,76,13,16,13
139,Salem City ,Mathematics,Gr 7,Mathematics,66,73,77,4,5,3
139,Salem City ,Mathematics,Gr 8,Mathematics,64,60,66,0,1,1
139,Salem City ,Mathematics,End of Course,Algebra I,90,91,87,8,9,8
139,Salem City ,Mathematics,End of Course,Algebra II,93,93,91,19,12,14
139,Salem City ,Mathematics,End of Course,Geometry,96,89,88,13,14,8
139,Salem City ,Mathematics,End of Course,Mathematics,0,0,0,0,0,0
139,Salem City ,Science,Gr 5,Science,68,67,71,20,18,20
139,Salem City ,Science,Gr 8,Science,72,68,71,8,8,6
139,Salem City ,Science,End of Course,Biology,75,85,79,16,17,3
139,Salem City ,Science,End of Course,Chemistry,99,0,53,22,0,13
139,Salem City ,Science,End of Course,Earth Science,84,83,74,3,4,2
139,Salem City ,Science,End of Course,Science,0,0,0,0,0,0
84,Scott County ,English: Reading,Gr 3,English Reading,76,74,75,7,9,11
84,Scott County ,English: Reading,Gr 4,English Reading,83,80,85,12,13,14
84,Scott County ,English: Reading,Gr 5,English Reading,74,78,79,6,8,8
84,Scott County ,English: Reading,Gr 6,English Reading,86,68,79,17,11,9
84,Scott County ,English: Reading,Gr 7,English Reading,81,75,71,16,9,5
84,Scott County ,English: Reading,Gr 8,English Reading,83,67,67,10,10,8
84,Scott County ,English: Reading,End of Course,English Reading,93,92,90,29,31,23
84,Scott County ,English: Writing,Gr 8,Writing,52,47,61,6,8,14
84,Scott County ,English: Writing,End of Course,Writing,0,,,0,,
84,Scott County ,History and Social Sciences,Content Specific,Civics & Econ,75,67,68,22,15,13
84,Scott County ,History and Social Sciences,Content Specific,VA Studies,80,73,82,33,24,33
84,Scott County ,History and Social Sciences,End of Course,Geography,73,71,77,3,4,4
84,Scott County ,History and Social Sciences,End of Course,VA & US History,43,14,48,0,0,0
84,Scott County ,History and Social Sciences,End of Course,World History I,71,35,39,7,7,4
84,Scott County ,History and Social Sciences,End of Course,World History II,,36,32,,0,0
84,Scott County ,Mathematics,Gr 3,Mathematics,80,80,80,13,10,7
84,Scott County ,Mathematics,Gr 4,Mathematics,80,82,83,11,10,11
84,Scott County ,Mathematics,Gr 5,Mathematics,73,84,84,9,11,15
84,Scott County ,Mathematics,Gr 6,Mathematics,77,60,74,16,8,11
84,Scott County ,Mathematics,Gr 7,Mathematics,73,59,58,15,7,6
84,Scott County ,Mathematics,Gr 8,Mathematics,80,58,60,16,16,11
84,Scott County ,Mathematics,End of Course,Algebra I,88,74,70,6,10,7
84,Scott County ,Mathematics,End of Course,Algebra II,0,50,9,0,0,0
84,Scott County ,Mathematics,End of Course,Geometry,0,42,21,0,5,0
84,Scott County ,Mathematics,End of Course,Mathematics,0,0,,0,0,
84,Scott County ,Science,Gr 5,Science,68,69,77,13,14,21
84,Scott County ,Science,Gr 8,Science,65,54,61,4,4,3
84,Scott County ,Science,End of Course,Biology,69,72,71,7,3,2
84,Scott County ,Science,End of Course,Chemistry,0,0,7,0,0,0
84,Scott County ,Science,End of Course,Earth Science,71,41,74,5,0,5
84,Scott County ,Science,End of Course,Science,0,0,,0,0,
85,Shenandoah County ,English: Reading,Gr 3,English Reading,61,60,56,7,7,6
85,Shenandoah County ,English: Reading,Gr 4,English Reading,66,62,68,13,9,9
85,Shenandoah County ,English: Reading,Gr 5,English Reading,65,66,65,8,8,6
85,Shenandoah County ,English: Reading,Gr 6,English Reading,62,69,70,7,8,10
85,Shenandoah County ,English: Reading,Gr 7,English Reading,64,65,72,7,7,7
85,Shenandoah County ,English: Reading,Gr 8,English Reading,59,60,71,7,7,5
85,Shenandoah County ,English: Reading,End of Course,English Reading,84,81,78,17,17,13
85,Shenandoah County ,English: Writing,Gr 8,Writing,38,45,,4,9,
85,Shenandoah County ,English: Writing,End of Course,Writing,,,70,,,9
85,Shenandoah County ,History and Social Sciences,Content Specific,Civics & Econ,68,70,78,13,19,17
85,Shenandoah County ,History and Social Sciences,Content Specific,VA Studies,73,70,67,26,20,23
85,Shenandoah County ,History and Social Sciences,End of Course,Geography,,,0,,,0
85,Shenandoah County ,History and Social Sciences,End of Course,VA & US History,27,34,35,0,1,0
85,Shenandoah County ,History and Social Sciences,End of Course,World History I,65,70,75,8,9,13
85,Shenandoah County ,History and Social Sciences,End of Course,World History II,5,24,15,0,1,0
85,Shenandoah County ,Mathematics,Gr 3,Mathematics,70,67,68,8,9,10
85,Shenandoah County ,Mathematics,Gr 4,Mathematics,67,65,69,8,5,5
85,Shenandoah County ,Mathematics,Gr 5,Mathematics,64,72,64,8,11,8
85,Shenandoah County ,Mathematics,Gr 6,Mathematics,64,74,78,7,15,18
85,Shenandoah County ,Mathematics,Gr 7,Mathematics,58,69,78,8,11,10
85,Shenandoah County ,Mathematics,Gr 8,Mathematics,43,42,68,1,4,4
85,Shenandoah County ,Mathematics,End of Course,Algebra I,85,95,95,4,8,11
85,Shenandoah County ,Mathematics,End of Course,Algebra II,100,90,0,8,3,0
85,Shenandoah County ,Mathematics,End of Course,Geometry,77,78,57,7,9,13
85,Shenandoah County ,Mathematics,End of Course,Mathematics,0,0,0,0,0,0
85,Shenandoah County ,Science,Gr 5,Science,60,66,68,12,15,16
85,Shenandoah County ,Science,Gr 8,Science,49,49,66,3,4,3
85,Shenandoah County ,Science,End of Course,Biology,60,72,72,5,6,3
85,Shenandoah County ,Science,End of Course,Chemistry,0,27,0,0,0,0
85,Shenandoah County ,Science,End of Course,Earth Science,43,59,79,1,0,0
85,Shenandoah County ,Science,End of Course,Science,0,0,0,0,0,0
86,Smyth County ,English: Reading,Gr 3,English Reading,65,70,72,5,8,8
86,Smyth County ,English: Reading,Gr 4,English Reading,67,83,80,8,12,13
86,Smyth County ,English: Reading,Gr 5,English Reading,67,73,86,6,5,7
86,Smyth County ,English: Reading,Gr 6,English Reading,71,66,73,8,5,7
86,Smyth County ,English: Reading,Gr 7,English Reading,79,79,69,10,10,6
86,Smyth County ,English: Reading,Gr 8,English Reading,71,73,78,9,9,9
86,Smyth County ,English: Reading,End of Course,English Reading,84,89,87,21,20,18
86,Smyth County ,English: Writing,Gr 8,Writing,52,65,,12,14,
86,Smyth County ,English: Writing,End of Course,Writing,,0,,,0,
86,Smyth County ,History and Social Sciences,Content Specific,Civics & Econ,80,81,69,22,26,19
86,Smyth County ,History and Social Sciences,Content Specific,VA Studies,63,80,79,22,36,31
86,Smyth County ,History and Social Sciences,End of Course,Geography,72,79,77,4,9,10
86,Smyth County ,History and Social Sciences,End of Course,VA & US History,40,0,26,0,0,0
86,Smyth County ,History and Social Sciences,End of Course,World History I,43,22,21,4,3,0
86,Smyth County ,History and Social Sciences,End of Course,World History II,0,31,45,0,0,0
86,Smyth County ,Mathematics,Gr 3,Mathematics,59,70,75,4,8,5
86,Smyth County ,Mathematics,Gr 4,Mathematics,52,76,80,4,7,10
86,Smyth County ,Mathematics,Gr 5,Mathematics,59,66,79,5,4,9
86,Smyth County ,Mathematics,Gr 6,Mathematics,74,69,75,12,4,7
86,Smyth County ,Mathematics,Gr 7,Mathematics,53,57,49,3,2,2
86,Smyth County ,Mathematics,Gr 8,Mathematics,49,66,59,4,10,6
86,Smyth County ,Mathematics,End of Course,Algebra I,81,85,89,4,9,11
86,Smyth County ,Mathematics,End of Course,Algebra II,0,0,0,0,0,0
86,Smyth County ,Mathematics,End of Course,Geometry,88,78,88,3,5,3
86,Smyth County ,Mathematics,End of Course,Mathematics,53,0,0,27,0,0
86,Smyth County ,Science,Gr 5,Science,59,73,79,8,14,17
86,Smyth County ,Science,Gr 8,Science,67,74,74,4,8,9
86,Smyth County ,Science,End of Course,Biology,61,71,75,2,6,2
86,Smyth County ,Science,End of Course,Chemistry,,0,0,,0,0
86,Smyth County ,Science,End of Course,Earth Science,50,45,45,0,0,0
86,Smyth County ,Science,End of Course,Science,64,0,0,55,0,0
87,Southampton County ,English: Reading,Gr 3,English Reading,58,63,63,6,7,9
87,Southampton County ,English: Reading,Gr 4,English Reading,75,75,80,10,8,9
87,Southampton County ,English: Reading,Gr 5,English Reading,72,72,68,7,6,5
87,Southampton County ,English: Reading,Gr 6,English Reading,66,66,64,8,9,6
87,Southampton County ,English: Reading,Gr 7,English Reading,61,67,67,6,5,6
87,Southampton County ,English: Reading,Gr 8,English Reading,65,56,65,7,5,7
87,Southampton County ,English: Reading,End of Course,English Reading,84,87,81,22,16,10
87,Southampton County ,English: Writing,Gr 8,Writing,55,50,,15,9,
87,Southampton County ,English: Writing,End of Course,Writing,73,79,68,13,8,8
87,Southampton County ,History and Social Sciences,Content Specific,Civics & Econ,70,72,39,17,21,1
87,Southampton County ,History and Social Sciences,Content Specific,VA Studies,78,78,85,28,26,36
87,Southampton County ,History and Social Sciences,End of Course,Geography,,45,28,,0,0
87,Southampton County ,History and Social Sciences,End of Course,VA & US History,11,23,25,0,0,0
87,Southampton County ,History and Social Sciences,End of Course,World History I,50,60,46,2,4,5
87,Southampton County ,History and Social Sciences,End of Course,World History II,70,16,14,0,0,0
87,Southampton County ,Mathematics,Gr 3,Mathematics,62,79,71,4,10,7
87,Southampton County ,Mathematics,Gr 4,Mathematics,80,82,85,9,10,7
87,Southampton County ,Mathematics,Gr 5,Mathematics,64,72,71,6,7,5
87,Southampton County ,Mathematics,Gr 6,Mathematics,46,44,42,4,3,0
87,Southampton County ,Mathematics,Gr 7,Mathematics,42,32,43,0,1,2
87,Southampton County ,Mathematics,Gr 8,Mathematics,38,45,55,3,1,4
87,Southampton County ,Mathematics,End of Course,Algebra I,91,77,87,5,4,4
87,Southampton County ,Mathematics,End of Course,Algebra II,90,68,40,2,0,10
87,Southampton County ,Mathematics,End of Course,Geometry,83,68,48,0,0,3
87,Southampton County ,Mathematics,End of Course,Mathematics,0,0,,0,0,
87,Southampton County ,Science,Gr 5,Science,63,72,68,13,12,8
87,Southampton County ,Science,Gr 8,Science,69,62,60,7,6,3
87,Southampton County ,Science,End of Course,Biology,65,66,69,2,2,2
87,Southampton County ,Science,End of Course,Chemistry,0,0,0,0,0,0
87,Southampton County ,Science,End of Course,Earth Science,0,52,54,0,2,3
87,Southampton County ,Science,End of Course,Science,0,0,0,0,0,0
88,Spotsylvania County ,English: Reading,Gr 3,English Reading,70,65,63,9,8,8
88,Spotsylvania County ,English: Reading,Gr 4,English Reading,73,73,70,11,11,10
88,Spotsylvania County ,English: Reading,Gr 5,English Reading,73,70,71,10,7,8
88,Spotsylvania County ,English: Reading,Gr 6,English Reading,64,64,67,9,8,9
88,Spotsylvania County ,English: Reading,Gr 7,English Reading,70,63,68,9,8,7
88,Spotsylvania County ,English: Reading,Gr 8,English Reading,67,67,66,10,8,8
88,Spotsylvania County ,English: Reading,End of Course,English Reading,84,84,81,22,20,19
88,Spotsylvania County ,English: Writing,Gr 8,Writing,53,53,,10,10,
88,Spotsylvania County ,English: Writing,End of Course,Writing,74,81,78,19,18,18
88,Spotsylvania County ,History and Social Sciences,Content Specific,Civics & Econ,66,65,68,15,12,15
88,Spotsylvania County ,History and Social Sciences,Content Specific,VA Studies,67,69,70,22,25,25
88,Spotsylvania County ,History and Social Sciences,End of Course,Geography,70,65,71,3,3,3
88,Spotsylvania County ,History and Social Sciences,End of Course,VA & US History,46,38,43,5,3,1
88,Spotsylvania County ,History and Social Sciences,End of Course,World History I,0,0,9,0,0,0
88,Spotsylvania County ,History and Social Sciences,End of Course,World History II,39,25,19,4,4,1
88,Spotsylvania County ,Mathematics,Gr 3,Mathematics,67,69,67,10,10,9
88,Spotsylvania County ,Mathematics,Gr 4,Mathematics,65,70,68,8,11,11
88,Spotsylvania County ,Mathematics,Gr 5,Mathematics,68,71,71,9,9,11
88,Spotsylvania County ,Mathematics,Gr 6,Mathematics,43,50,49,2,3,2
88,Spotsylvania County ,Mathematics,Gr 7,Mathematics,53,52,57,4,4,4
88,Spotsylvania County ,Mathematics,Gr 8,Mathematics,37,52,52,1,1,1
88,Spotsylvania County ,Mathematics,End of Course,Algebra I,74,76,84,5,5,6
88,Spotsylvania County ,Mathematics,End of Course,Algebra II,84,83,86,9,13,17
88,Spotsylvania County ,Mathematics,End of Course,Geometry,75,62,63,7,10,6
88,Spotsylvania County ,Mathematics,End of Course,Mathematics,56,70,71,22,17,21
88,Spotsylvania County ,Science,Gr 5,Science,61,63,63,12,12,14
88,Spotsylvania County ,Science,Gr 8,Science,57,57,59,4,4,5
88,Spotsylvania County ,Science,End of Course,Biology,68,66,72,8,6,3
88,Spotsylvania County ,Science,End of Course,Chemistry,38,14,8,0,1,0
88,Spotsylvania County ,Science,End of Course,Earth Science,32,23,32,0,0,0
88,Spotsylvania County ,Science,End of Course,Science,72,73,72,39,35,12
89,Stafford County ,English: Reading,Gr 3,English Reading,66,62,63,8,8,7
89,Stafford County ,English: Reading,Gr 4,English Reading,70,73,71,12,12,9
