Div Num,Div Name,Sch Num,Sch Name,Sch Type,Low Grade,High Grade,Subject,Grade,Test,2021-2022 Pass Rate,2022-2023 Pass Rate,2023-2024 Pass Rate,2021-2022 Adv Pass Rate,2022-2023 Adv Pass Rate,2023-2024 Adv Pass Rate
8,Augusta County ,90,S. Gordon Stewart Middle,Middle,06,8,English: Writing,Gr 8,Writing,54,53,,10,9,
8,Augusta County ,90,S. Gordon Stewart Middle,Middle,06,8,History and Social Sciences,Content Specific,Civics & Econ,77,75,63,20,15,9
8,Augusta County ,90,S. Gordon Stewart Middle,Middle,06,8,History and Social Sciences,End of Course,Geography,0,,0,0,,0
8,Augusta County ,90,S. Gordon Stewart Middle,Middle,06,8,History and Social Sciences,End of Course,World History I,,,0,,,0
8,Augusta County ,90,S. Gordon Stewart Middle,Middle,06,8,Mathematics,Gr 6,Mathematics,61,62,62,5,3,4
8,Augusta County ,90,S. Gordon Stewart Middle,Middle,06,8,Mathematics,Gr 7,Mathematics,61,66,63,3,5,3
8,Augusta County ,90,S. Gordon Stewart Middle,Middle,06,8,Mathematics,Gr 8,Mathematics,53,55,47,1,1,0
8,Augusta County ,90,S. Gordon Stewart Middle,Middle,06,8,Mathematics,End of Course,Algebra I,100,100,100,17,34,35
8,Augusta County ,90,S. Gordon Stewart Middle,Middle,06,8,Science,Gr 8,Science,74,63,60,5,6,2
8,Augusta County ,90,S. Gordon Stewart Middle,Middle,06,8,Science,End of Course,Earth Science,,,0,,,0
8,Augusta County ,440,Stuarts Draft Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,58,72,67,9,9,9
8,Augusta County ,440,Stuarts Draft Elementary,Elem,PK,5,English: Reading,Gr 4,English Reading,69,63,72,12,10,6
8,Augusta County ,440,Stuarts Draft Elementary,Elem,PK,5,English: Reading,Gr 5,English Reading,70,67,59,8,6,6
8,Augusta County ,440,Stuarts Draft Elementary,Elem,PK,5,History and Social Sciences,Content Specific,VA Studies,78,72,74,29,24,27
8,Augusta County ,440,Stuarts Draft Elementary,Elem,PK,5,Mathematics,Gr 3,Mathematics,72,83,77,11,20,17
8,Augusta County ,440,Stuarts Draft Elementary,Elem,PK,5,Mathematics,Gr 4,Mathematics,72,68,76,9,12,5
8,Augusta County ,440,Stuarts Draft Elementary,Elem,PK,5,Mathematics,Gr 5,Mathematics,60,70,65,4,7,11
8,Augusta County ,440,Stuarts Draft Elementary,Elem,PK,5,Science,Gr 5,Science,58,65,63,7,12,18
8,Augusta County ,730,Stuarts Draft High,High,09,12,English: Reading,End of Course,English Reading,88,82,80,23,19,18
8,Augusta County ,730,Stuarts Draft High,High,09,12,English: Writing,End of Course,Writing,83,45,42,24,9,8
8,Augusta County ,730,Stuarts Draft High,High,09,12,History and Social Sciences,End of Course,Geography,73,63,77,9,3,5
8,Augusta County ,730,Stuarts Draft High,High,09,12,History and Social Sciences,End of Course,VA & US History,0,0,,0,0,
8,Augusta County ,730,Stuarts Draft High,High,09,12,History and Social Sciences,End of Course,World History I,0,15,0,0,0,0
8,Augusta County ,730,Stuarts Draft High,High,09,12,History and Social Sciences,End of Course,World History II,43,,,0,,
8,Augusta County ,730,Stuarts Draft High,High,09,12,Mathematics,End of Course,Algebra I,78,89,84,1,0,1
8,Augusta County ,730,Stuarts Draft High,High,09,12,Mathematics,End of Course,Algebra II,0,0,0,0,0,0
8,Augusta County ,730,Stuarts Draft High,High,09,12,Mathematics,End of Course,Geometry,88,85,92,3,4,8
8,Augusta County ,730,Stuarts Draft High,High,09,12,Mathematics,End of Course,Mathematics,0,0,0,0,0,0
8,Augusta County ,730,Stuarts Draft High,High,09,12,Science,End of Course,Biology,63,67,70,7,11,8
8,Augusta County ,730,Stuarts Draft High,High,09,12,Science,End of Course,Chemistry,0,,0,0,,0
8,Augusta County ,730,Stuarts Draft High,High,09,12,Science,End of Course,Earth Science,74,76,80,9,7,5
8,Augusta County ,730,Stuarts Draft High,High,09,12,Science,End of Course,Science,0,0,0,0,0,0
8,Augusta County ,60,Stuarts Draft Middle,Middle,06,8,English: Reading,Gr 6,English Reading,66,77,72,12,8,6
8,Augusta County ,60,Stuarts Draft Middle,Middle,06,8,English: Reading,Gr 7,English Reading,68,62,72,9,12,6
8,Augusta County ,60,Stuarts Draft Middle,Middle,06,8,English: Reading,Gr 8,English Reading,69,64,69,10,8,11
8,Augusta County ,60,Stuarts Draft Middle,Middle,06,8,English: Writing,Gr 8,Writing,59,47,,6,13,
8,Augusta County ,60,Stuarts Draft Middle,Middle,06,8,History and Social Sciences,Content Specific,Civics & Econ,76,76,73,13,20,13
8,Augusta County ,60,Stuarts Draft Middle,Middle,06,8,Mathematics,Gr 6,Mathematics,49,60,57,3,4,6
8,Augusta County ,60,Stuarts Draft Middle,Middle,06,8,Mathematics,Gr 7,Mathematics,68,69,71,9,7,4
8,Augusta County ,60,Stuarts Draft Middle,Middle,06,8,Mathematics,Gr 8,Mathematics,61,56,43,3,0,2
8,Augusta County ,60,Stuarts Draft Middle,Middle,06,8,Mathematics,End of Course,Algebra I,100,100,97,20,43,11
8,Augusta County ,60,Stuarts Draft Middle,Middle,06,8,Mathematics,End of Course,Geometry,,,0,,,0
8,Augusta County ,60,Stuarts Draft Middle,Middle,06,8,Science,Gr 8,Science,67,68,65,6,7,5
8,Augusta County ,640,Wilson Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,69,68,59,7,12,6
8,Augusta County ,640,Wilson Elementary,Elem,PK,5,English: Reading,Gr 4,English Reading,62,67,75,6,11,12
8,Augusta County ,640,Wilson Elementary,Elem,PK,5,English: Reading,Gr 5,English Reading,67,61,59,8,3,5
8,Augusta County ,640,Wilson Elementary,Elem,PK,5,History and Social Sciences,Content Specific,VA Studies,65,66,73,19,24,22
8,Augusta County ,640,Wilson Elementary,Elem,PK,5,Mathematics,Gr 3,Mathematics,70,70,65,9,9,8
8,Augusta County ,640,Wilson Elementary,Elem,PK,5,Mathematics,Gr 4,Mathematics,54,61,65,7,4,5
8,Augusta County ,640,Wilson Elementary,Elem,PK,5,Mathematics,Gr 5,Mathematics,55,54,59,6,7,7
8,Augusta County ,640,Wilson Elementary,Elem,PK,5,Science,Gr 5,Science,50,55,57,7,9,14
8,Augusta County ,720,Wilson Memorial High,High,09,12,English: Reading,End of Course,English Reading,90,83,83,23,28,20
8,Augusta County ,720,Wilson Memorial High,High,09,12,English: Writing,End of Course,Writing,82,76,38,27,0,15
8,Augusta County ,720,Wilson Memorial High,High,09,12,History and Social Sciences,End of Course,Geography,79,80,72,15,14,9
8,Augusta County ,720,Wilson Memorial High,High,09,12,History and Social Sciences,End of Course,VA & US History,0,0,0,0,0,0
8,Augusta County ,720,Wilson Memorial High,High,09,12,History and Social Sciences,End of Course,World History I,80,50,0,0,33,0
8,Augusta County ,720,Wilson Memorial High,High,09,12,History and Social Sciences,End of Course,World History II,57,25,,14,0,
8,Augusta County ,720,Wilson Memorial High,High,09,12,Mathematics,End of Course,Algebra I,79,81,84,3,7,4
8,Augusta County ,720,Wilson Memorial High,High,09,12,Mathematics,End of Course,Algebra II,100,100,,25,20,
8,Augusta County ,720,Wilson Memorial High,High,09,12,Mathematics,End of Course,Geometry,88,73,86,5,9,14
8,Augusta County ,720,Wilson Memorial High,High,09,12,Mathematics,End of Course,Mathematics,0,0,0,0,0,0
8,Augusta County ,720,Wilson Memorial High,High,09,12,Science,End of Course,Biology,77,75,77,11,12,9
8,Augusta County ,720,Wilson Memorial High,High,09,12,Science,End of Course,Chemistry,,0,0,,0,0
8,Augusta County ,720,Wilson Memorial High,High,09,12,Science,End of Course,Earth Science,74,77,77,7,8,6
8,Augusta County ,720,Wilson Memorial High,High,09,12,Science,End of Course,Science,0,0,0,0,0,0
8,Augusta County ,844,Wilson Middle,Middle,06,8,English: Reading,Gr 6,English Reading,62,68,64,12,6,8
8,Augusta County ,844,Wilson Middle,Middle,06,8,English: Reading,Gr 7,English Reading,70,62,68,12,7,6
8,Augusta County ,844,Wilson Middle,Middle,06,8,English: Reading,Gr 8,English Reading,67,65,66,12,10,11
8,Augusta County ,844,Wilson Middle,Middle,06,8,English: Writing,Gr 8,Writing,54,52,,8,6,
8,Augusta County ,844,Wilson Middle,Middle,06,8,History and Social Sciences,Content Specific,Civics & Econ,68,70,75,14,16,25
8,Augusta County ,844,Wilson Middle,Middle,06,8,History and Social Sciences,End of Course,Geography,0,,0,0,,0
8,Augusta County ,844,Wilson Middle,Middle,06,8,History and Social Sciences,End of Course,World History I,,,0,,,0
8,Augusta County ,844,Wilson Middle,Middle,06,8,Mathematics,Gr 6,Mathematics,57,56,50,6,2,2
8,Augusta County ,844,Wilson Middle,Middle,06,8,Mathematics,Gr 7,Mathematics,63,62,71,7,11,7
8,Augusta County ,844,Wilson Middle,Middle,06,8,Mathematics,Gr 8,Mathematics,60,46,52,4,0,0
8,Augusta County ,844,Wilson Middle,Middle,06,8,Mathematics,End of Course,Algebra I,100,97,100,57,13,26
8,Augusta County ,844,Wilson Middle,Middle,06,8,Mathematics,End of Course,Geometry,0,,0,0,,0
8,Augusta County ,844,Wilson Middle,Middle,06,8,Science,Gr 8,Science,54,57,60,5,5,7
9,Bath County ,140,Bath County High,High,08,12,English: Reading,Gr 8,English Reading,62,61,82,8,11,3
9,Bath County ,140,Bath County High,High,08,12,English: Reading,End of Course,English Reading,95,91,94,38,39,22
9,Bath County ,140,Bath County High,High,08,12,English: Writing,Gr 8,Writing,41,46,,8,5,
9,Bath County ,140,Bath County High,High,08,12,English: Writing,End of Course,Writing,100,93,88,16,30,12
9,Bath County ,140,Bath County High,High,08,12,History and Social Sciences,End of Course,Geography,58,50,63,8,0,2
9,Bath County ,140,Bath County High,High,08,12,History and Social Sciences,End of Course,VA & US History,0,0,0,0,0,0
9,Bath County ,140,Bath County High,High,08,12,History and Social Sciences,End of Course,World History I,0,0,0,0,0,0
9,Bath County ,140,Bath County High,High,08,12,History and Social Sciences,End of Course,World History II,0,40,0,0,0,0
9,Bath County ,140,Bath County High,High,08,12,Mathematics,Gr 8,Mathematics,61,72,81,0,5,4
9,Bath County ,140,Bath County High,High,08,12,Mathematics,End of Course,Algebra I,100,93,94,3,3,8
9,Bath County ,140,Bath County High,High,08,12,Mathematics,End of Course,Algebra II,0,,0,0,,0
9,Bath County ,140,Bath County High,High,08,12,Mathematics,End of Course,Geometry,90,91,0,0,0,0
9,Bath County ,140,Bath County High,High,08,12,Mathematics,End of Course,Mathematics,0,0,0,0,0,0
9,Bath County ,140,Bath County High,High,08,12,Science,Gr 8,Science,73,47,84,0,5,5
9,Bath County ,140,Bath County High,High,08,12,Science,End of Course,Biology,77,60,76,0,0,0
9,Bath County ,140,Bath County High,High,08,12,Science,End of Course,Earth Science,0,0,78,0,0,0
9,Bath County ,140,Bath County High,High,08,12,Science,End of Course,Science,0,0,0,0,0,0
9,Bath County ,120,Millboro Elementary,Elem,PK,7,English: Reading,Gr 3,English Reading,47,40,79,0,0,16
9,Bath County ,120,Millboro Elementary,Elem,PK,7,English: Reading,Gr 4,English Reading,54,72,88,23,6,13
9,Bath County ,120,Millboro Elementary,Elem,PK,7,English: Reading,Gr 5,English Reading,57,57,71,5,0,6
9,Bath County ,120,Millboro Elementary,Elem,PK,7,English: Reading,Gr 6,English Reading,73,68,75,7,5,6
9,Bath County ,120,Millboro Elementary,Elem,PK,7,English: Reading,Gr 7,English Reading,76,85,70,6,0,0
9,Bath County ,120,Millboro Elementary,Elem,PK,7,History and Social Sciences,Content Specific,Civics & Econ,76,85,65,12,5,5
9,Bath County ,120,Millboro Elementary,Elem,PK,7,History and Social Sciences,Content Specific,VA Studies,62,56,53,38,22,7
9,Bath County ,120,Millboro Elementary,Elem,PK,7,Mathematics,Gr 3,Mathematics,82,73,89,6,0,16
9,Bath County ,120,Millboro Elementary,Elem,PK,7,Mathematics,Gr 4,Mathematics,62,78,56,0,6,0
9,Bath County ,120,Millboro Elementary,Elem,PK,7,Mathematics,Gr 5,Mathematics,81,79,82,0,0,6
9,Bath County ,120,Millboro Elementary,Elem,PK,7,Mathematics,Gr 6,Mathematics,93,84,81,13,5,13
9,Bath County ,120,Millboro Elementary,Elem,PK,7,Mathematics,Gr 7,Mathematics,71,95,85,12,0,0
9,Bath County ,120,Millboro Elementary,Elem,PK,7,Science,Gr 5,Science,76,57,75,0,29,19
9,Bath County ,150,Valley Elementary,Elem,PK,7,English: Reading,Gr 3,English Reading,46,76,76,0,10,0
9,Bath County ,150,Valley Elementary,Elem,PK,7,English: Reading,Gr 4,English Reading,47,73,76,5,12,24
9,Bath County ,150,Valley Elementary,Elem,PK,7,English: Reading,Gr 5,English Reading,61,55,80,4,5,8
9,Bath County ,150,Valley Elementary,Elem,PK,7,English: Reading,Gr 6,English Reading,58,58,94,5,4,24
9,Bath County ,150,Valley Elementary,Elem,PK,7,English: Reading,Gr 7,English Reading,42,76,72,5,12,8
9,Bath County ,150,Valley Elementary,Elem,PK,7,History and Social Sciences,Content Specific,Civics & Econ,72,93,70,0,40,4
9,Bath County ,150,Valley Elementary,Elem,PK,7,History and Social Sciences,Content Specific,VA Studies,33,76,67,0,12,0
9,Bath County ,150,Valley Elementary,Elem,PK,7,Mathematics,Gr 3,Mathematics,63,81,59,4,5,0
9,Bath County ,150,Valley Elementary,Elem,PK,7,Mathematics,Gr 4,Mathematics,37,73,90,16,4,10
9,Bath County ,150,Valley Elementary,Elem,PK,7,Mathematics,Gr 5,Mathematics,70,75,68,4,15,8
9,Bath County ,150,Valley Elementary,Elem,PK,7,Mathematics,Gr 6,Mathematics,79,67,65,26,4,12
9,Bath County ,150,Valley Elementary,Elem,PK,7,Mathematics,Gr 7,Mathematics,72,88,68,6,18,8
9,Bath County ,150,Valley Elementary,Elem,PK,7,Science,Gr 5,Science,86,60,84,14,30,40
10,Bedford County ,480,Bedford Elementary,Elem,02,5,English: Reading,Gr 3,English Reading,63,65,52,6,10,8
10,Bedford County ,480,Bedford Elementary,Elem,02,5,English: Reading,Gr 4,English Reading,67,67,73,13,15,15
10,Bedford County ,480,Bedford Elementary,Elem,02,5,English: Reading,Gr 5,English Reading,74,55,63,8,7,7
10,Bedford County ,480,Bedford Elementary,Elem,02,5,History and Social Sciences,Content Specific,VA Studies,56,64,74,10,17,30
10,Bedford County ,480,Bedford Elementary,Elem,02,5,Mathematics,Gr 3,Mathematics,65,64,58,5,6,8
10,Bedford County ,480,Bedford Elementary,Elem,02,5,Mathematics,Gr 4,Mathematics,58,59,76,5,4,7
10,Bedford County ,480,Bedford Elementary,Elem,02,5,Mathematics,Gr 5,Mathematics,67,58,57,8,5,8
10,Bedford County ,480,Bedford Elementary,Elem,02,5,Mathematics,Gr 6,Mathematics,,,0,,,0
10,Bedford County ,480,Bedford Elementary,Elem,02,5,Science,Gr 5,Science,49,54,50,8,15,13
10,Bedford County ,30,Big Island Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,76,84,41,7,8,5
10,Bedford County ,30,Big Island Elementary,Elem,PK,5,English: Reading,Gr 4,English Reading,83,89,94,9,18,13
10,Bedford County ,30,Big Island Elementary,Elem,PK,5,English: Reading,Gr 5,English Reading,92,78,92,4,0,12
10,Bedford County ,30,Big Island Elementary,Elem,PK,5,History and Social Sciences,Content Specific,VA Studies,95,86,81,27,36,23
10,Bedford County ,30,Big Island Elementary,Elem,PK,5,Mathematics,Gr 3,Mathematics,72,80,41,0,12,9
10,Bedford County ,30,Big Island Elementary,Elem,PK,5,Mathematics,Gr 4,Mathematics,61,79,74,4,0,3
10,Bedford County ,30,Big Island Elementary,Elem,PK,5,Mathematics,Gr 5,Mathematics,88,96,96,12,4,31
10,Bedford County ,30,Big Island Elementary,Elem,PK,5,Science,Gr 5,Science,77,87,81,4,13,19
10,Bedford County ,160,Boonsboro Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,77,76,70,9,34,13
10,Bedford County ,160,Boonsboro Elementary,Elem,PK,5,English: Reading,Gr 4,English Reading,84,75,77,16,19,16
10,Bedford County ,160,Boonsboro Elementary,Elem,PK,5,English: Reading,Gr 5,English Reading,87,80,79,23,13,14
10,Bedford County ,160,Boonsboro Elementary,Elem,PK,5,History and Social Sciences,Content Specific,VA Studies,70,88,74,23,37,29
10,Bedford County ,160,Boonsboro Elementary,Elem,PK,5,Mathematics,Gr 3,Mathematics,90,79,91,12,18,16
10,Bedford County ,160,Boonsboro Elementary,Elem,PK,5,Mathematics,Gr 4,Mathematics,89,88,87,20,21,28
10,Bedford County ,160,Boonsboro Elementary,Elem,PK,5,Mathematics,Gr 5,Mathematics,85,80,85,17,16,23
10,Bedford County ,160,Boonsboro Elementary,Elem,PK,5,Mathematics,Gr 6,Mathematics,100,,,71,,
10,Bedford County ,160,Boonsboro Elementary,Elem,PK,5,Science,Gr 5,Science,75,71,68,30,16,30
10,Bedford County ,500,Forest Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,88,83,84,21,14,7
10,Bedford County ,500,Forest Elementary,Elem,PK,5,English: Reading,Gr 4,English Reading,87,86,92,21,27,17
10,Bedford County ,500,Forest Elementary,Elem,PK,5,English: Reading,Gr 5,English Reading,91,90,82,19,16,22
10,Bedford County ,500,Forest Elementary,Elem,PK,5,History and Social Sciences,Content Specific,VA Studies,92,85,94,35,38,38
10,Bedford County ,500,Forest Elementary,Elem,PK,5,Mathematics,Gr 3,Mathematics,88,82,90,27,13,17
10,Bedford County ,500,Forest Elementary,Elem,PK,5,Mathematics,Gr 4,Mathematics,84,82,83,16,22,11
10,Bedford County ,500,Forest Elementary,Elem,PK,5,Mathematics,Gr 5,Mathematics,93,88,84,12,15,16
10,Bedford County ,500,Forest Elementary,Elem,PK,5,Mathematics,Gr 6,Mathematics,,,0,,,0
10,Bedford County ,500,Forest Elementary,Elem,PK,5,Mathematics,Gr 8,Mathematics,,0,,,0,
10,Bedford County ,500,Forest Elementary,Elem,PK,5,Science,Gr 5,Science,90,87,84,22,26,30
10,Bedford County ,1211,Forest Middle,Middle,06,8,English: Reading,Gr 6,English Reading,87,87,87,23,22,19
10,Bedford County ,1211,Forest Middle,Middle,06,8,English: Reading,Gr 7,English Reading,85,87,88,14,15,17
10,Bedford County ,1211,Forest Middle,Middle,06,8,English: Reading,Gr 8,English Reading,81,81,88,13,16,20
10,Bedford County ,1211,Forest Middle,Middle,06,8,English: Writing,Gr 8,Writing,68,73,,14,23,
10,Bedford County ,1211,Forest Middle,Middle,06,8,History and Social Sciences,Content Specific,Civics & Econ,77,86,86,26,27,25
10,Bedford County ,1211,Forest Middle,Middle,06,8,History and Social Sciences,End of Course,Geography,,,85,,,8
10,Bedford County ,1211,Forest Middle,Middle,06,8,History and Social Sciences,End of Course,World History I,81,77,,12,16,
10,Bedford County ,1211,Forest Middle,Middle,06,8,Mathematics,Gr 6,Mathematics,82,82,83,14,15,15
10,Bedford County ,1211,Forest Middle,Middle,06,8,Mathematics,Gr 7,Mathematics,53,66,73,4,3,2
10,Bedford County ,1211,Forest Middle,Middle,06,8,Mathematics,Gr 8,Mathematics,58,70,82,6,5,7
10,Bedford County ,1211,Forest Middle,Middle,06,8,Mathematics,End of Course,Algebra I,87,98,100,7,22,34
10,Bedford County ,1211,Forest Middle,Middle,06,8,Mathematics,End of Course,Algebra II,0,,0,0,,0
10,Bedford County ,1211,Forest Middle,Middle,06,8,Mathematics,End of Course,Geometry,100,100,100,24,40,53
10,Bedford County ,1211,Forest Middle,Middle,06,8,Science,Gr 8,Science,67,74,0,6,8,0
10,Bedford County ,1211,Forest Middle,Middle,06,8,Science,End of Course,Earth Science,80,80,88,5,9,12
10,Bedford County ,1214,Goodview Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,45,50,68,5,7,12
10,Bedford County ,1214,Goodview Elementary,Elem,PK,5,English: Reading,Gr 4,English Reading,74,81,81,18,17,16
10,Bedford County ,1214,Goodview Elementary,Elem,PK,5,English: Reading,Gr 5,English Reading,60,68,73,6,10,9
10,Bedford County ,1214,Goodview Elementary,Elem,PK,5,History and Social Sciences,Content Specific,VA Studies,70,62,70,16,23,19
10,Bedford County ,1214,Goodview Elementary,Elem,PK,5,Mathematics,Gr 3,Mathematics,54,73,77,3,11,3
10,Bedford County ,1214,Goodview Elementary,Elem,PK,5,Mathematics,Gr 4,Mathematics,65,75,83,4,9,9
10,Bedford County ,1214,Goodview Elementary,Elem,PK,5,Mathematics,Gr 5,Mathematics,69,56,79,4,8,11
10,Bedford County ,1214,Goodview Elementary,Elem,PK,5,Science,Gr 5,Science,47,68,68,3,10,13
10,Bedford County ,980,Huddleston Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,61,61,71,3,6,13
10,Bedford County ,980,Huddleston Elementary,Elem,PK,5,English: Reading,Gr 4,English Reading,76,72,62,7,10,8
10,Bedford County ,980,Huddleston Elementary,Elem,PK,5,English: Reading,Gr 5,English Reading,62,66,63,0,9,3
10,Bedford County ,980,Huddleston Elementary,Elem,PK,5,History and Social Sciences,Content Specific,VA Studies,68,73,68,29,16,16
10,Bedford County ,980,Huddleston Elementary,Elem,PK,5,Mathematics,Gr 3,Mathematics,66,87,77,5,13,16
10,Bedford County ,980,Huddleston Elementary,Elem,PK,5,Mathematics,Gr 4,Mathematics,68,58,63,5,3,5
10,Bedford County ,980,Huddleston Elementary,Elem,PK,5,Mathematics,Gr 5,Mathematics,50,57,50,3,6,3
10,Bedford County ,980,Huddleston Elementary,Elem,PK,5,Science,Gr 5,Science,56,57,63,6,11,8
10,Bedford County ,1212,Jefferson Forest High,High,09,12,English: Reading,End of Course,English Reading,92,94,93,30,34,26
10,Bedford County ,1212,Jefferson Forest High,High,09,12,English: Writing,End of Course,Writing,89,91,85,38,32,23
10,Bedford County ,1212,Jefferson Forest High,High,09,12,History and Social Sciences,End of Course,Geography,,80,71,,0,0
10,Bedford County ,1212,Jefferson Forest High,High,09,12,History and Social Sciences,End of Course,VA & US History,56,59,35,0,7,0
10,Bedford County ,1212,Jefferson Forest High,High,09,12,History and Social Sciences,End of Course,World History I,17,33,55,0,0,0
10,Bedford County ,1212,Jefferson Forest High,High,09,12,History and Social Sciences,End of Course,World History II,31,33,12,2,3,0
10,Bedford County ,1212,Jefferson Forest High,High,09,12,Mathematics,End of Course,Algebra I,91,79,86,3,3,1
10,Bedford County ,1212,Jefferson Forest High,High,09,12,Mathematics,End of Course,Algebra II,92,97,84,18,14,11
10,Bedford County ,1212,Jefferson Forest High,High,09,12,Mathematics,End of Course,Geometry,93,85,78,10,9,10
10,Bedford County ,1212,Jefferson Forest High,High,09,12,Mathematics,End of Course,Mathematics,0,71,0,0,29,0
10,Bedford County ,1212,Jefferson Forest High,High,09,12,Science,End of Course,Biology,80,79,79,14,9,6
10,Bedford County ,1212,Jefferson Forest High,High,09,12,Science,End of Course,Chemistry,60,0,44,0,0,0
10,Bedford County ,1212,Jefferson Forest High,High,09,12,Science,End of Course,Earth Science,36,48,67,0,2,0
10,Bedford County ,1212,Jefferson Forest High,High,09,12,Science,End of Course,Science,0,57,0,0,43,0
10,Bedford County ,1180,Liberty High,High,09,12,English: Reading,End of Course,English Reading,85,87,80,20,25,26
10,Bedford County ,1180,Liberty High,High,09,12,English: Writing,Gr 8,Writing,0,,,0,,
10,Bedford County ,1180,Liberty High,High,09,12,English: Writing,End of Course,Writing,78,78,77,18,21,19
10,Bedford County ,1180,Liberty High,High,09,12,History and Social Sciences,End of Course,Geography,,0,0,,0,0
10,Bedford County ,1180,Liberty High,High,09,12,History and Social Sciences,End of Course,VA & US History,17,50,48,0,0,4
10,Bedford County ,1180,Liberty High,High,09,12,History and Social Sciences,End of Course,World History I,0,100,60,0,0,0
10,Bedford County ,1180,Liberty High,High,09,12,History and Social Sciences,End of Course,World History II,27,10,6,2,2,1
10,Bedford County ,1180,Liberty High,High,09,12,Mathematics,Gr 8,Mathematics,0,,,0,,
10,Bedford County ,1180,Liberty High,High,09,12,Mathematics,End of Course,Algebra I,82,71,81,1,1,2
10,Bedford County ,1180,Liberty High,High,09,12,Mathematics,End of Course,Algebra II,0,0,57,0,0,14
10,Bedford County ,1180,Liberty High,High,09,12,Mathematics,End of Course,Geometry,88,86,86,10,10,7
10,Bedford County ,1180,Liberty High,High,09,12,Mathematics,End of Course,Mathematics,0,0,0,0,0,0
10,Bedford County ,1180,Liberty High,High,09,12,Science,End of Course,Biology,68,58,61,4,4,1
10,Bedford County ,1180,Liberty High,High,09,12,Science,End of Course,Earth Science,60,35,77,5,0,0
10,Bedford County ,1180,Liberty High,High,09,12,Science,End of Course,Science,0,0,0,0,0,0
10,Bedford County ,490,Liberty Middle,Middle,06,8,English: Reading,Gr 6,English Reading,72,63,69,12,8,11
10,Bedford County ,490,Liberty Middle,Middle,06,8,English: Reading,Gr 7,English Reading,58,63,71,10,9,7
10,Bedford County ,490,Liberty Middle,Middle,06,8,English: Reading,Gr 8,English Reading,72,54,71,8,7,7
10,Bedford County ,490,Liberty Middle,Middle,06,8,English: Writing,Gr 8,Writing,44,37,,2,5,
10,Bedford County ,490,Liberty Middle,Middle,06,8,History and Social Sciences,Content Specific,Civics & Econ,46,60,61,7,6,12
10,Bedford County ,490,Liberty Middle,Middle,06,8,History and Social Sciences,End of Course,Geography,,,63,,,2
10,Bedford County ,490,Liberty Middle,Middle,06,8,History and Social Sciences,End of Course,World History I,40,46,0,1,2,0
10,Bedford County ,490,Liberty Middle,Middle,06,8,Mathematics,Gr 6,Mathematics,61,54,72,6,7,9
10,Bedford County ,490,Liberty Middle,Middle,06,8,Mathematics,Gr 7,Mathematics,38,48,49,2,0,1
10,Bedford County ,490,Liberty Middle,Middle,06,8,Mathematics,Gr 8,Mathematics,73,63,75,8,2,2
10,Bedford County ,490,Liberty Middle,Middle,06,8,Mathematics,End of Course,Algebra I,96,100,100,27,18,25
10,Bedford County ,490,Liberty Middle,Middle,06,8,Mathematics,End of Course,Geometry,0,,0,0,,0
10,Bedford County ,490,Liberty Middle,Middle,06,8,Science,Gr 8,Science,35,53,83,3,4,0
10,Bedford County ,490,Liberty Middle,Middle,06,8,Science,End of Course,Earth Science,68,59,77,5,6,4
10,Bedford County ,970,Moneta Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,74,67,77,8,17,16
10,Bedford County ,970,Moneta Elementary,Elem,PK,5,English: Reading,Gr 4,English Reading,78,78,89,20,5,17
10,Bedford County ,970,Moneta Elementary,Elem,PK,5,English: Reading,Gr 5,English Reading,91,73,60,6,8,7
10,Bedford County ,970,Moneta Elementary,Elem,PK,5,History and Social Sciences,Content Specific,VA Studies,68,82,78,20,24,28
10,Bedford County ,970,Moneta Elementary,Elem,PK,5,Mathematics,Gr 3,Mathematics,62,67,81,5,4,16
10,Bedford County ,970,Moneta Elementary,Elem,PK,5,Mathematics,Gr 4,Mathematics,76,74,78,10,11,0
10,Bedford County ,970,Moneta Elementary,Elem,PK,5,Mathematics,Gr 5,Mathematics,86,73,69,9,6,7
10,Bedford County ,970,Moneta Elementary,Elem,PK,5,Science,Gr 5,Science,80,69,67,11,22,10
10,Bedford County ,180,Montvale Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,79,61,61,5,2,8
10,Bedford County ,180,Montvale Elementary,Elem,PK,5,English: Reading,Gr 4,English Reading,69,67,69,3,11,10
10,Bedford County ,180,Montvale Elementary,Elem,PK,5,English: Reading,Gr 5,English Reading,66,55,66,5,0,3
10,Bedford County ,180,Montvale Elementary,Elem,PK,5,History and Social Sciences,Content Specific,VA Studies,86,92,90,37,44,44
10,Bedford County ,180,Montvale Elementary,Elem,PK,5,Mathematics,Gr 3,Mathematics,76,73,66,2,2,5
10,Bedford County ,180,Montvale Elementary,Elem,PK,5,Mathematics,Gr 4,Mathematics,58,81,86,6,8,5
