Div Num,Div Name,Sch Num,Sch Name,Sch Type,Low Grade,High Grade,Subject,Grade,Test,2021-2022 Pass Rate,2022-2023 Pass Rate,2023-2024 Pass Rate,2021-2022 Adv Pass Rate,2022-2023 Adv Pass Rate,2023-2024 Adv Pass Rate
2,Albemarle County ,942,Joseph T. Henley Middle,Middle,06,8,Mathematics,End of Course,Geometry,99,99,100,30,45,35
2,Albemarle County ,942,Joseph T. Henley Middle,Middle,06,8,Science,Gr 8,Science,79,85,85,13,19,20
2,Albemarle County ,950,Journey Middle,Middle,06,8,English: Reading,Gr 6,English Reading,57,52,55,9,7,7
2,Albemarle County ,950,Journey Middle,Middle,06,8,English: Reading,Gr 7,English Reading,61,59,54,14,11,6
2,Albemarle County ,950,Journey Middle,Middle,06,8,English: Reading,Gr 8,English Reading,61,68,57,11,13,8
2,Albemarle County ,950,Journey Middle,Middle,06,8,English: Writing,Gr 8,Writing,50,47,,10,11,
2,Albemarle County ,950,Journey Middle,Middle,06,8,History and Social Sciences,Content Specific,Civics & Econ,66,65,67,16,21,17
2,Albemarle County ,950,Journey Middle,Middle,06,8,Mathematics,Gr 6,Mathematics,44,47,50,7,6,6
2,Albemarle County ,950,Journey Middle,Middle,06,8,Mathematics,Gr 7,Mathematics,46,34,37,2,0,1
2,Albemarle County ,950,Journey Middle,Middle,06,8,Mathematics,Gr 8,Mathematics,21,27,23,0,2,0
2,Albemarle County ,950,Journey Middle,Middle,06,8,Mathematics,End of Course,Algebra I,91,88,88,14,11,9
2,Albemarle County ,950,Journey Middle,Middle,06,8,Mathematics,End of Course,Algebra II,0,,,0,,
2,Albemarle County ,950,Journey Middle,Middle,06,8,Mathematics,End of Course,Geometry,97,98,84,36,31,8
2,Albemarle County ,950,Journey Middle,Middle,06,8,Science,Gr 8,Science,51,56,49,6,12,9
2,Albemarle County ,1051,Lakeside Middle,Middle,06,8,English: Reading,Gr 6,English Reading,87,81,85,27,23,25
2,Albemarle County ,1051,Lakeside Middle,Middle,06,8,English: Reading,Gr 7,English Reading,84,88,81,26,34,15
2,Albemarle County ,1051,Lakeside Middle,Middle,06,8,English: Reading,Gr 8,English Reading,85,79,91,24,20,32
2,Albemarle County ,1051,Lakeside Middle,Middle,06,8,English: Writing,Gr 8,Writing,76,71,,23,29,
2,Albemarle County ,1051,Lakeside Middle,Middle,06,8,History and Social Sciences,Content Specific,Civics & Econ,90,84,89,35,24,28
2,Albemarle County ,1051,Lakeside Middle,Middle,06,8,Mathematics,Gr 6,Mathematics,85,86,85,28,23,28
2,Albemarle County ,1051,Lakeside Middle,Middle,06,8,Mathematics,Gr 7,Mathematics,68,69,64,6,3,4
2,Albemarle County ,1051,Lakeside Middle,Middle,06,8,Mathematics,Gr 8,Mathematics,51,41,50,2,2,4
2,Albemarle County ,1051,Lakeside Middle,Middle,06,8,Mathematics,End of Course,Algebra I,95,98,96,15,19,26
2,Albemarle County ,1051,Lakeside Middle,Middle,06,8,Mathematics,End of Course,Algebra II,,,0,,,0
2,Albemarle County ,1051,Lakeside Middle,Middle,06,8,Mathematics,End of Course,Geometry,99,100,96,28,26,25
2,Albemarle County ,1051,Lakeside Middle,Middle,06,8,Science,Gr 8,Science,71,72,82,10,16,16
2,Albemarle County ,20,Leslie H. Walton Middle,Middle,06,8,English: Reading,Gr 6,English Reading,72,71,71,11,9,9
2,Albemarle County ,20,Leslie H. Walton Middle,Middle,06,8,English: Reading,Gr 7,English Reading,74,72,64,12,8,8
2,Albemarle County ,20,Leslie H. Walton Middle,Middle,06,8,English: Reading,Gr 8,English Reading,75,77,72,14,12,8
2,Albemarle County ,20,Leslie H. Walton Middle,Middle,06,8,English: Writing,Gr 8,Writing,64,67,,23,20,
2,Albemarle County ,20,Leslie H. Walton Middle,Middle,06,8,History and Social Sciences,Content Specific,Civics & Econ,60,73,73,11,11,10
2,Albemarle County ,20,Leslie H. Walton Middle,Middle,06,8,Mathematics,Gr 6,Mathematics,64,65,57,17,17,19
2,Albemarle County ,20,Leslie H. Walton Middle,Middle,06,8,Mathematics,Gr 7,Mathematics,60,49,56,3,1,1
2,Albemarle County ,20,Leslie H. Walton Middle,Middle,06,8,Mathematics,Gr 8,Mathematics,60,61,53,0,2,0
2,Albemarle County ,20,Leslie H. Walton Middle,Middle,06,8,Mathematics,End of Course,Algebra I,85,76,87,14,8,15
2,Albemarle County ,20,Leslie H. Walton Middle,Middle,06,8,Mathematics,End of Course,Geometry,96,97,95,28,16,37
2,Albemarle County ,20,Leslie H. Walton Middle,Middle,06,8,Science,Gr 8,Science,58,70,66,7,12,10
2,Albemarle County ,40,Mary Carr Greer Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,44,40,42,2,4,1
2,Albemarle County ,40,Mary Carr Greer Elementary,Elem,PK,5,English: Reading,Gr 4,English Reading,49,52,59,4,2,10
2,Albemarle County ,40,Mary Carr Greer Elementary,Elem,PK,5,English: Reading,Gr 5,English Reading,51,51,53,4,1,4
2,Albemarle County ,40,Mary Carr Greer Elementary,Elem,PK,5,History and Social Sciences,Content Specific,VA Studies,41,47,35,0,9,2
2,Albemarle County ,40,Mary Carr Greer Elementary,Elem,PK,5,Mathematics,Gr 3,Mathematics,34,38,43,2,2,5
2,Albemarle County ,40,Mary Carr Greer Elementary,Elem,PK,5,Mathematics,Gr 4,Mathematics,35,35,47,4,2,4
2,Albemarle County ,40,Mary Carr Greer Elementary,Elem,PK,5,Mathematics,Gr 5,Mathematics,36,40,46,2,3,4
2,Albemarle County ,40,Mary Carr Greer Elementary,Elem,PK,5,Science,Gr 5,Science,32,29,49,1,7,4
2,Albemarle County ,1052,Monticello High,High,09,12,English: Reading,End of Course,English Reading,87,80,78,27,25,19
2,Albemarle County ,1052,Monticello High,High,09,12,English: Writing,End of Course,Writing,,69,69,,16,19
2,Albemarle County ,1052,Monticello High,High,09,12,History and Social Sciences,End of Course,Geography,70,0,0,4,0,0
2,Albemarle County ,1052,Monticello High,High,09,12,History and Social Sciences,End of Course,VA & US History,62,0,0,8,0,0
2,Albemarle County ,1052,Monticello High,High,09,12,History and Social Sciences,End of Course,World History I,43,,,0,,
2,Albemarle County ,1052,Monticello High,High,09,12,History and Social Sciences,End of Course,World History II,23,,,0,,
2,Albemarle County ,1052,Monticello High,High,09,12,Mathematics,End of Course,Algebra I,61,68,84,1,1,1
2,Albemarle County ,1052,Monticello High,High,09,12,Mathematics,End of Course,Algebra II,79,85,94,13,13,6
2,Albemarle County ,1052,Monticello High,High,09,12,Mathematics,End of Course,Geometry,58,57,75,0,3,1
2,Albemarle County ,1052,Monticello High,High,09,12,Mathematics,End of Course,Mathematics,0,0,0,0,0,0
2,Albemarle County ,1052,Monticello High,High,09,12,Science,End of Course,Biology,57,60,77,6,7,11
2,Albemarle County ,1052,Monticello High,High,09,12,Science,End of Course,Chemistry,57,31,0,0,0,0
2,Albemarle County ,1052,Monticello High,High,09,12,Science,End of Course,Earth Science,60,58,60,2,2,3
2,Albemarle County ,1052,Monticello High,High,09,12,Science,End of Course,Science,0,0,0,0,0,0
2,Albemarle County ,150,Mountain View Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,56,55,56,10,5,9
2,Albemarle County ,150,Mountain View Elementary,Elem,PK,5,English: Reading,Gr 4,English Reading,60,62,66,19,23,16
2,Albemarle County ,150,Mountain View Elementary,Elem,PK,5,English: Reading,Gr 5,English Reading,48,58,67,5,8,12
2,Albemarle County ,150,Mountain View Elementary,Elem,PK,5,History and Social Sciences,Content Specific,VA Studies,40,59,65,8,9,15
2,Albemarle County ,150,Mountain View Elementary,Elem,PK,5,Mathematics,Gr 3,Mathematics,46,50,52,6,4,6
2,Albemarle County ,150,Mountain View Elementary,Elem,PK,5,Mathematics,Gr 4,Mathematics,53,56,59,11,15,14
2,Albemarle County ,150,Mountain View Elementary,Elem,PK,5,Mathematics,Gr 5,Mathematics,40,58,59,5,13,12
2,Albemarle County ,150,Mountain View Elementary,Elem,PK,5,Science,Gr 5,Science,38,49,59,6,14,21
2,Albemarle County ,540,Red Hill Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,43,47,67,14,8,4
2,Albemarle County ,540,Red Hill Elementary,Elem,PK,5,English: Reading,Gr 4,English Reading,50,23,56,16,0,16
2,Albemarle County ,540,Red Hill Elementary,Elem,PK,5,English: Reading,Gr 5,English Reading,69,59,54,3,13,4
2,Albemarle County ,540,Red Hill Elementary,Elem,PK,5,History and Social Sciences,Content Specific,VA Studies,46,50,65,0,13,9
2,Albemarle County ,540,Red Hill Elementary,Elem,PK,5,Mathematics,Gr 3,Mathematics,38,36,67,5,6,7
2,Albemarle County ,540,Red Hill Elementary,Elem,PK,5,Mathematics,Gr 4,Mathematics,34,41,48,6,9,10
2,Albemarle County ,540,Red Hill Elementary,Elem,PK,5,Mathematics,Gr 5,Mathematics,45,38,58,3,3,4
2,Albemarle County ,540,Red Hill Elementary,Elem,PK,5,Science,Gr 5,Science,36,41,50,0,9,13
2,Albemarle County ,30,Scottsville Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,49,63,61,3,3,9
2,Albemarle County ,30,Scottsville Elementary,Elem,PK,5,English: Reading,Gr 4,English Reading,70,72,63,3,14,11
2,Albemarle County ,30,Scottsville Elementary,Elem,PK,5,English: Reading,Gr 5,English Reading,55,76,59,0,6,3
2,Albemarle County ,30,Scottsville Elementary,Elem,PK,5,History and Social Sciences,Content Specific,VA Studies,23,47,30,0,9,3
2,Albemarle County ,30,Scottsville Elementary,Elem,PK,5,Mathematics,Gr 3,Mathematics,34,61,61,0,0,0
2,Albemarle County ,30,Scottsville Elementary,Elem,PK,5,Mathematics,Gr 4,Mathematics,61,56,68,15,3,3
2,Albemarle County ,30,Scottsville Elementary,Elem,PK,5,Mathematics,Gr 5,Mathematics,38,59,54,3,9,3
2,Albemarle County ,30,Scottsville Elementary,Elem,PK,5,Science,Gr 5,Science,30,56,43,0,9,11
2,Albemarle County ,920,Stone Robinson Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,61,79,77,6,16,11
2,Albemarle County ,920,Stone Robinson Elementary,Elem,PK,5,English: Reading,Gr 4,English Reading,77,77,86,11,18,31
2,Albemarle County ,920,Stone Robinson Elementary,Elem,PK,5,English: Reading,Gr 5,English Reading,78,66,62,12,8,11
2,Albemarle County ,920,Stone Robinson Elementary,Elem,PK,5,History and Social Sciences,Content Specific,VA Studies,51,75,62,13,36,15
2,Albemarle County ,920,Stone Robinson Elementary,Elem,PK,5,Mathematics,Gr 3,Mathematics,68,81,86,10,17,14
2,Albemarle County ,920,Stone Robinson Elementary,Elem,PK,5,Mathematics,Gr 4,Mathematics,61,73,82,10,9,26
2,Albemarle County ,920,Stone Robinson Elementary,Elem,PK,5,Mathematics,Gr 5,Mathematics,73,73,73,16,13,10
2,Albemarle County ,920,Stone Robinson Elementary,Elem,PK,5,Science,Gr 5,Science,58,63,63,15,11,18
2,Albemarle County ,240,Stony Point Elementary,Elem,KG,5,English: Reading,Gr 3,English Reading,70,72,83,17,16,25
2,Albemarle County ,240,Stony Point Elementary,Elem,KG,5,English: Reading,Gr 4,English Reading,63,84,88,19,23,8
2,Albemarle County ,240,Stony Point Elementary,Elem,KG,5,English: Reading,Gr 5,English Reading,79,67,79,31,13,10
2,Albemarle County ,240,Stony Point Elementary,Elem,KG,5,History and Social Sciences,Content Specific,VA Studies,72,50,62,14,13,10
2,Albemarle County ,240,Stony Point Elementary,Elem,KG,5,Mathematics,Gr 3,Mathematics,63,60,83,13,4,17
2,Albemarle County ,240,Stony Point Elementary,Elem,KG,5,Mathematics,Gr 4,Mathematics,66,65,75,9,23,21
2,Albemarle County ,240,Stony Point Elementary,Elem,KG,5,Mathematics,Gr 5,Mathematics,72,57,76,24,17,14
2,Albemarle County ,240,Stony Point Elementary,Elem,KG,5,Science,Gr 5,Science,69,60,69,14,17,45
2,Albemarle County ,910,Virginia L. Murray Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,95,89,94,32,51,39
2,Albemarle County ,910,Virginia L. Murray Elementary,Elem,PK,5,English: Reading,Gr 4,English Reading,100,96,98,65,57,66
2,Albemarle County ,910,Virginia L. Murray Elementary,Elem,PK,5,English: Reading,Gr 5,English Reading,89,96,90,32,33,41
2,Albemarle County ,910,Virginia L. Murray Elementary,Elem,PK,5,History and Social Sciences,Content Specific,VA Studies,86,95,95,53,66,75
2,Albemarle County ,910,Virginia L. Murray Elementary,Elem,PK,5,Mathematics,Gr 3,Mathematics,98,89,92,39,45,47
2,Albemarle County ,910,Virginia L. Murray Elementary,Elem,PK,5,Mathematics,Gr 4,Mathematics,100,100,96,69,57,71
2,Albemarle County ,910,Virginia L. Murray Elementary,Elem,PK,5,Mathematics,Gr 5,Mathematics,84,93,95,49,47,57
2,Albemarle County ,910,Virginia L. Murray Elementary,Elem,PK,5,Science,Gr 5,Science,81,93,90,35,53,57
2,Albemarle County ,140,Western Albemarle High,High,09,12,English: Reading,End of Course,English Reading,96,95,96,47,45,49
2,Albemarle County ,140,Western Albemarle High,High,09,12,English: Writing,End of Course,Writing,81,91,92,39,44,50
2,Albemarle County ,140,Western Albemarle High,High,09,12,History and Social Sciences,End of Course,Geography,100,,,26,,
2,Albemarle County ,140,Western Albemarle High,High,09,12,History and Social Sciences,End of Course,VA & US History,80,,0,0,,0
2,Albemarle County ,140,Western Albemarle High,High,09,12,History and Social Sciences,End of Course,World History I,77,0,,9,0,
2,Albemarle County ,140,Western Albemarle High,High,09,12,History and Social Sciences,End of Course,World History II,35,,,3,,
2,Albemarle County ,140,Western Albemarle High,High,09,12,Mathematics,End of Course,Algebra I,51,63,86,0,3,3
2,Albemarle County ,140,Western Albemarle High,High,09,12,Mathematics,End of Course,Algebra II,77,90,82,8,8,6
2,Albemarle County ,140,Western Albemarle High,High,09,12,Mathematics,End of Course,Geometry,94,85,95,5,4,8
2,Albemarle County ,140,Western Albemarle High,High,09,12,Mathematics,End of Course,Mathematics,0,0,0,0,0,0
2,Albemarle County ,140,Western Albemarle High,High,09,12,Science,End of Course,Biology,87,83,85,22,17,13
2,Albemarle County ,140,Western Albemarle High,High,09,12,Science,End of Course,Chemistry,89,86,80,0,7,13
2,Albemarle County ,140,Western Albemarle High,High,09,12,Science,End of Course,Earth Science,73,83,81,7,8,12
2,Albemarle County ,140,Western Albemarle High,High,09,12,Science,End of Course,Science,0,0,0,0,0,0
2,Albemarle County ,930,Woodbrook Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,47,32,47,10,4,11
2,Albemarle County ,930,Woodbrook Elementary,Elem,PK,5,English: Reading,Gr 4,English Reading,62,55,42,14,13,5
2,Albemarle County ,930,Woodbrook Elementary,Elem,PK,5,English: Reading,Gr 5,English Reading,49,55,48,4,4,6
2,Albemarle County ,930,Woodbrook Elementary,Elem,PK,5,History and Social Sciences,Content Specific,VA Studies,19,45,45,0,7,9
2,Albemarle County ,930,Woodbrook Elementary,Elem,PK,5,Mathematics,Gr 3,Mathematics,38,39,41,7,1,10
2,Albemarle County ,930,Woodbrook Elementary,Elem,PK,5,Mathematics,Gr 4,Mathematics,50,56,40,8,15,5
2,Albemarle County ,930,Woodbrook Elementary,Elem,PK,5,Mathematics,Gr 5,Mathematics,35,46,43,6,5,7
2,Albemarle County ,930,Woodbrook Elementary,Elem,PK,5,Science,Gr 5,Science,25,37,36,3,10,9
101,Alexandria City ,210,Alexandria City High School,High,09,12,English: Reading,End of Course,English Reading,68,75,73,22,26,22
101,Alexandria City ,210,Alexandria City High School,High,09,12,English: Writing,End of Course,Writing,68,82,83,23,35,39
101,Alexandria City ,210,Alexandria City High School,High,09,12,History and Social Sciences,End of Course,Geography,90,94,94,5,11,13
101,Alexandria City ,210,Alexandria City High School,High,09,12,History and Social Sciences,End of Course,VA & US History,33,31,66,0,1,2
101,Alexandria City ,210,Alexandria City High School,High,09,12,History and Social Sciences,End of Course,World History I,43,48,35,3,5,0
101,Alexandria City ,210,Alexandria City High School,High,09,12,History and Social Sciences,End of Course,World History II,17,14,27,1,1,9
101,Alexandria City ,210,Alexandria City High School,High,09,12,Mathematics,End of Course,Algebra I,34,43,64,0,1,2
101,Alexandria City ,210,Alexandria City High School,High,09,12,Mathematics,End of Course,Algebra II,88,64,74,8,9,22
101,Alexandria City ,210,Alexandria City High School,High,09,12,Mathematics,End of Course,Geometry,46,38,41,1,1,1
101,Alexandria City ,210,Alexandria City High School,High,09,12,Mathematics,End of Course,Mathematics,73,0,80,7,0,0
101,Alexandria City ,210,Alexandria City High School,High,09,12,Science,End of Course,Biology,54,57,61,8,5,4
101,Alexandria City ,210,Alexandria City High School,High,09,12,Science,End of Course,Chemistry,34,26,14,6,0,0
101,Alexandria City ,210,Alexandria City High School,High,09,12,Science,End of Course,Earth Science,27,31,31,0,0,0
101,Alexandria City ,210,Alexandria City High School,High,09,12,Science,End of Course,Science,83,0,0,17,0,0
101,Alexandria City ,120,Charles Barrett Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,71,65,58,8,10,8
101,Alexandria City ,120,Charles Barrett Elementary,Elem,PK,5,English: Reading,Gr 4,English Reading,60,69,62,18,11,17
101,Alexandria City ,120,Charles Barrett Elementary,Elem,PK,5,English: Reading,Gr 5,English Reading,69,58,69,12,9,6
101,Alexandria City ,120,Charles Barrett Elementary,Elem,PK,5,History and Social Sciences,Content Specific,VA Studies,78,87,68,42,33,14
101,Alexandria City ,120,Charles Barrett Elementary,Elem,PK,5,Mathematics,Gr 3,Mathematics,71,71,65,25,16,16
101,Alexandria City ,120,Charles Barrett Elementary,Elem,PK,5,Mathematics,Gr 4,Mathematics,32,52,55,2,2,15
101,Alexandria City ,120,Charles Barrett Elementary,Elem,PK,5,Mathematics,Gr 5,Mathematics,61,65,53,3,8,3
101,Alexandria City ,120,Charles Barrett Elementary,Elem,PK,5,Mathematics,Gr 6,Mathematics,100,100,100,25,27,35
101,Alexandria City ,120,Charles Barrett Elementary,Elem,PK,5,Mathematics,Gr 7,Mathematics,,,0,,,0
101,Alexandria City ,120,Charles Barrett Elementary,Elem,PK,5,Science,Gr 5,Science,60,58,64,21,20,30
101,Alexandria City ,160,Cora Kelly School for Math Science and Technology,Elem,PK,5,English: Reading,Gr 3,English Reading,45,53,53,2,7,4
101,Alexandria City ,160,Cora Kelly School for Math Science and Technology,Elem,PK,5,English: Reading,Gr 4,English Reading,51,42,58,7,7,13
101,Alexandria City ,160,Cora Kelly School for Math Science and Technology,Elem,PK,5,English: Reading,Gr 5,English Reading,46,56,38,6,4,2
101,Alexandria City ,160,Cora Kelly School for Math Science and Technology,Elem,PK,5,History and Social Sciences,Content Specific,VA Studies,50,36,52,7,5,20
101,Alexandria City ,160,Cora Kelly School for Math Science and Technology,Elem,PK,5,Mathematics,Gr 3,Mathematics,35,45,47,2,5,6
101,Alexandria City ,160,Cora Kelly School for Math Science and Technology,Elem,PK,5,Mathematics,Gr 4,Mathematics,39,36,52,2,0,8
101,Alexandria City ,160,Cora Kelly School for Math Science and Technology,Elem,PK,5,Mathematics,Gr 5,Mathematics,55,79,72,5,5,2
101,Alexandria City ,160,Cora Kelly School for Math Science and Technology,Elem,PK,5,Mathematics,Gr 6,Mathematics,89,100,0,44,50,0
101,Alexandria City ,160,Cora Kelly School for Math Science and Technology,Elem,PK,5,Science,Gr 5,Science,42,74,52,16,13,13
101,Alexandria City ,110,Douglas MacArthur Elementary,Elem,KG,5,English: Reading,Gr 3,English Reading,84,71,69,24,14,12
101,Alexandria City ,110,Douglas MacArthur Elementary,Elem,KG,5,English: Reading,Gr 4,English Reading,73,83,73,19,28,15
101,Alexandria City ,110,Douglas MacArthur Elementary,Elem,KG,5,English: Reading,Gr 5,English Reading,79,64,85,14,13,23
101,Alexandria City ,110,Douglas MacArthur Elementary,Elem,KG,5,History and Social Sciences,Content Specific,VA Studies,72,80,76,24,36,32
101,Alexandria City ,110,Douglas MacArthur Elementary,Elem,KG,5,Mathematics,Gr 3,Mathematics,81,72,69,16,18,13
101,Alexandria City ,110,Douglas MacArthur Elementary,Elem,KG,5,Mathematics,Gr 4,Mathematics,60,74,74,1,10,12
101,Alexandria City ,110,Douglas MacArthur Elementary,Elem,KG,5,Mathematics,Gr 5,Mathematics,59,62,76,10,11,1
101,Alexandria City ,110,Douglas MacArthur Elementary,Elem,KG,5,Mathematics,Gr 6,Mathematics,100,100,96,60,57,80
101,Alexandria City ,110,Douglas MacArthur Elementary,Elem,KG,5,Science,Gr 5,Science,69,66,82,22,13,33
101,Alexandria City ,350,Ferdinand T. Day Elementary,Elem,KG,5,English: Reading,Gr 3,English Reading,44,42,43,3,2,4
101,Alexandria City ,350,Ferdinand T. Day Elementary,Elem,KG,5,English: Reading,Gr 4,English Reading,37,38,45,4,5,1
